scenario,id,domain,problem
acrobatics,p07,./benchmarking/problems/acrobatics/domain.pddl,./benchmarking/problems/acrobatics/p07.pddl
acrobatics,p08,./benchmarking/problems/acrobatics/domain.pddl,./benchmarking/problems/acrobatics/p08.pddl
faults-ipc08,p01,./benchmarking/problems/faults-ipc08/d01.pddl,./benchmarking/problems/faults-ipc08/p01.pddl
faults-ipc08,p02,./benchmarking/problems/faults-ipc08/d02.pddl,./benchmarking/problems/faults-ipc08/p02.pddl
faults-ipc08,p03,./benchmarking/problems/faults-ipc08/d03.pddl,./benchmarking/problems/faults-ipc08/p03.pddl
faults-ipc08,p04,./benchmarking/problems/faults-ipc08/d04.pddl,./benchmarking/problems/faults-ipc08/p04.pddl
faults-ipc08,p05,./benchmarking/problems/faults-ipc08/d05.pddl,./benchmarking/problems/faults-ipc08/p05.pddl
faults-ipc08,p06,./benchmarking/problems/faults-ipc08/d06.pddl,./benchmarking/problems/faults-ipc08/p06.pddl
faults-ipc08,p07,./benchmarking/problems/faults-ipc08/d07.pddl,./benchmarking/problems/faults-ipc08/p07.pddl
faults-ipc08,p08,./benchmarking/problems/faults-ipc08/d08.pddl,./benchmarking/problems/faults-ipc08/p08.pddl
faults-ipc08,p09,./benchmarking/problems/faults-ipc08/d09.pddl,./benchmarking/problems/faults-ipc08/p09.pddl
faults-ipc08,p10,./benchmarking/problems/faults-ipc08/d10.pddl,./benchmarking/problems/faults-ipc08/p10.pddl
faults-ipc08,p11,./benchmarking/problems/faults-ipc08/d11.pddl,./benchmarking/problems/faults-ipc08/p11.pddl
faults-ipc08,p12,./benchmarking/problems/faults-ipc08/d12.pddl,./benchmarking/problems/faults-ipc08/p12.pddl
faults-ipc08,p13,./benchmarking/problems/faults-ipc08/d13.pddl,./benchmarking/problems/faults-ipc08/p13.pddl
faults-ipc08,p14,./benchmarking/problems/faults-ipc08/d14.pddl,./benchmarking/problems/faults-ipc08/p14.pddl
faults-ipc08,p15,./benchmarking/problems/faults-ipc08/d15.pddl,./benchmarking/problems/faults-ipc08/p15.pddl
faults-ipc08,p16,./benchmarking/problems/faults-ipc08/d16.pddl,./benchmarking/problems/faults-ipc08/p16.pddl
faults-ipc08,p17,./benchmarking/problems/faults-ipc08/d17.pddl,./benchmarking/problems/faults-ipc08/p17.pddl
faults-ipc08,p18,./benchmarking/problems/faults-ipc08/d18.pddl,./benchmarking/problems/faults-ipc08/p18.pddl
faults-ipc08,p19,./benchmarking/problems/faults-ipc08/d19.pddl,./benchmarking/problems/faults-ipc08/p19.pddl
faults-ipc08,p20,./benchmarking/problems/faults-ipc08/d20.pddl,./benchmarking/problems/faults-ipc08/p20.pddl
faults-ipc08,p21,./benchmarking/problems/faults-ipc08/d21.pddl,./benchmarking/problems/faults-ipc08/p21.pddl
faults-ipc08,p22,./benchmarking/problems/faults-ipc08/d22.pddl,./benchmarking/problems/faults-ipc08/p22.pddl
faults-ipc08,p23,./benchmarking/problems/faults-ipc08/d23.pddl,./benchmarking/problems/faults-ipc08/p23.pddl
faults-ipc08,p24,./benchmarking/problems/faults-ipc08/d24.pddl,./benchmarking/problems/faults-ipc08/p24.pddl
faults-ipc08,p25,./benchmarking/problems/faults-ipc08/d25.pddl,./benchmarking/problems/faults-ipc08/p25.pddl
faults-ipc08,p26,./benchmarking/problems/faults-ipc08/d26.pddl,./benchmarking/problems/faults-ipc08/p26.pddl
faults-ipc08,p27,./benchmarking/problems/faults-ipc08/d27.pddl,./benchmarking/problems/faults-ipc08/p27.pddl
faults-ipc08,p28,./benchmarking/problems/faults-ipc08/d28.pddl,./benchmarking/problems/faults-ipc08/p28.pddl
faults-ipc08,p29,./benchmarking/problems/faults-ipc08/d29.pddl,./benchmarking/problems/faults-ipc08/p29.pddl
faults-ipc08,p30,./benchmarking/problems/faults-ipc08/d30.pddl,./benchmarking/problems/faults-ipc08/p30.pddl
faults-ipc08,p31,./benchmarking/problems/faults-ipc08/d31.pddl,./benchmarking/problems/faults-ipc08/p31.pddl
faults-ipc08,p32,./benchmarking/problems/faults-ipc08/d32.pddl,./benchmarking/problems/faults-ipc08/p32.pddl
faults-ipc08,p33,./benchmarking/problems/faults-ipc08/d33.pddl,./benchmarking/problems/faults-ipc08/p33.pddl
faults-ipc08,p34,./benchmarking/problems/faults-ipc08/d34.pddl,./benchmarking/problems/faults-ipc08/p34.pddl
faults-ipc08,p35,./benchmarking/problems/faults-ipc08/d35.pddl,./benchmarking/problems/faults-ipc08/p35.pddl
faults-ipc08,p36,./benchmarking/problems/faults-ipc08/d36.pddl,./benchmarking/problems/faults-ipc08/p36.pddl
faults-ipc08,p37,./benchmarking/problems/faults-ipc08/d37.pddl,./benchmarking/problems/faults-ipc08/p37.pddl
faults-ipc08,p38,./benchmarking/problems/faults-ipc08/d38.pddl,./benchmarking/problems/faults-ipc08/p38.pddl
faults-ipc08,p39,./benchmarking/problems/faults-ipc08/d39.pddl,./benchmarking/problems/faults-ipc08/p39.pddl
faults-ipc08,p40,./benchmarking/problems/faults-ipc08/d40.pddl,./benchmarking/problems/faults-ipc08/p40.pddl
faults-ipc08,p41,./benchmarking/problems/faults-ipc08/d41.pddl,./benchmarking/problems/faults-ipc08/p41.pddl
faults-ipc08,p42,./benchmarking/problems/faults-ipc08/d42.pddl,./benchmarking/problems/faults-ipc08/p42.pddl
faults-ipc08,p43,./benchmarking/problems/faults-ipc08/d43.pddl,./benchmarking/problems/faults-ipc08/p43.pddl
faults-ipc08,p44,./benchmarking/problems/faults-ipc08/d44.pddl,./benchmarking/problems/faults-ipc08/p44.pddl
faults-ipc08,p45,./benchmarking/problems/faults-ipc08/d45.pddl,./benchmarking/problems/faults-ipc08/p45.pddl
faults-ipc08,p46,./benchmarking/problems/faults-ipc08/d46.pddl,./benchmarking/problems/faults-ipc08/p46.pddl
faults-ipc08,p47,./benchmarking/problems/faults-ipc08/d47.pddl,./benchmarking/problems/faults-ipc08/p47.pddl
faults-ipc08,p48,./benchmarking/problems/faults-ipc08/d48.pddl,./benchmarking/problems/faults-ipc08/p48.pddl
faults-ipc08,p49,./benchmarking/problems/faults-ipc08/d49.pddl,./benchmarking/problems/faults-ipc08/p49.pddl
faults-ipc08,p50,./benchmarking/problems/faults-ipc08/d50.pddl,./benchmarking/problems/faults-ipc08/p50.pddl
faults-ipc08,p51,./benchmarking/problems/faults-ipc08/d51.pddl,./benchmarking/problems/faults-ipc08/p51.pddl
faults-ipc08,p52,./benchmarking/problems/faults-ipc08/d52.pddl,./benchmarking/problems/faults-ipc08/p52.pddl
faults-ipc08,p53,./benchmarking/problems/faults-ipc08/d53.pddl,./benchmarking/problems/faults-ipc08/p53.pddl
faults-ipc08,p54,./benchmarking/problems/faults-ipc08/d54.pddl,./benchmarking/problems/faults-ipc08/p54.pddl
faults-ipc08,p55,./benchmarking/problems/faults-ipc08/d55.pddl,./benchmarking/problems/faults-ipc08/p55.pddl
spiky-tireworld,p01,./benchmarking/problems/spiky-tireworld/domain.pddl,./benchmarking/problems/spiky-tireworld/p01.pddl
spiky-tireworld,p02,./benchmarking/problems/spiky-tireworld/domain.pddl,./benchmarking/problems/spiky-tireworld/p02.pddl
spiky-tireworld,p03,./benchmarking/problems/spiky-tireworld/domain.pddl,./benchmarking/problems/spiky-tireworld/p03.pddl
spiky-tireworld,p04,./benchmarking/problems/spiky-tireworld/domain.pddl,./benchmarking/problems/spiky-tireworld/p04.pddl
spiky-tireworld,p05,./benchmarking/problems/spiky-tireworld/domain.pddl,./benchmarking/problems/spiky-tireworld/p05.pddl
spiky-tireworld,p06,./benchmarking/problems/spiky-tireworld/domain.pddl,./benchmarking/problems/spiky-tireworld/p06.pddl
spiky-tireworld,p07,./benchmarking/problems/spiky-tireworld/domain.pddl,./benchmarking/problems/spiky-tireworld/p07.pddl
spiky-tireworld,p08,./benchmarking/problems/spiky-tireworld/domain.pddl,./benchmarking/problems/spiky-tireworld/p08.pddl
spiky-tireworld,p09,./benchmarking/problems/spiky-tireworld/domain.pddl,./benchmarking/problems/spiky-tireworld/p09.pddl
spiky-tireworld,p10,./benchmarking/problems/spiky-tireworld/domain.pddl,./benchmarking/problems/spiky-tireworld/p10.pddl
spiky-tireworld,p11,./benchmarking/problems/spiky-tireworld/domain.pddl,./benchmarking/problems/spiky-tireworld/p11.pddl
miner,p01,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p01.pddl
miner,p02,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p02.pddl
miner,p03,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p03.pddl
miner,p04,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p04.pddl
miner,p05,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p05.pddl
miner,p07,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p07.pddl
miner,p08,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p08.pddl
miner,p09,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p09.pddl
miner,p10,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p10.pddl
miner,p11,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p11.pddl
miner,p12,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p12.pddl
miner,p13,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p13.pddl
miner,p14,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p14.pddl
miner,p15,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p15.pddl
miner,p16,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p16.pddl
miner,p17,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p17.pddl
miner,p18,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p18.pddl
miner,p19,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p19.pddl
miner,p20,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p20.pddl
miner,p21,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p21.pddl
miner,p22,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p22.pddl
miner,p23,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p23.pddl
miner,p24,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p24.pddl
miner,p25,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p25.pddl
miner,p26,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p26.pddl
miner,p27,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p27.pddl
miner,p28,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p28.pddl
miner,p29,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p29.pddl
miner,p30,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p30.pddl
miner,p31,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p31.pddl
miner,p32,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p32.pddl
miner,p33,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p33.pddl
miner,p34,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p34.pddl
miner,p35,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p35.pddl
miner,p36,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p36.pddl
miner,p37,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p37.pddl
miner,p38,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p38.pddl
miner,p39,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p39.pddl
miner,p40,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p40.pddl
miner,p41,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p41.pddl
miner,p42,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p42.pddl
miner,p43,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p43.pddl
miner,p44,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p44.pddl
miner,p45,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p45.pddl
miner,p46,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p46.pddl
miner,p47,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p47.pddl
miner,p48,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p48.pddl
miner,p49,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p49.pddl
miner,p50,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p50.pddl
miner,p51,./benchmarking/problems/miner/domain.pddl,./benchmarking/problems/miner/p51.pddl
