domain,instance,configuration,time,choices,conflicts,restarts,constraints,variables,sat,iteration
spiky-tireworld,p01,asp-3,0.0,0,1,0,164,1591,0,2
spiky-tireworld,p01,asp-3,29.92,110383,71365,238,274858,95087,0,18
spiky-tireworld,p01,asp-3,88.95,1630170,178389,509,305668,105264,0,19
spiky-tireworld,p01,asp-3,0.0,15,7,0,7699,4112,0,3
spiky-tireworld,p01,asp-3,0.02,280,129,1,44122,17064,0,7
spiky-tireworld,p01,asp-3,239.2,2910000,404478,1021,372289,127160,0,21
spiky-tireworld,p01,asp-3,161.66,2522018,290632,763,338143,115955,0,20
spiky-tireworld,p01,asp-3,0.01,255,128,2,32824,13055,0,6
spiky-tireworld,p01,asp-3,0.0,29,16,0,14985,6579,0,4
spiky-tireworld,p01,asp-3,99.2,1813203,165182,508,408112,138879,1,22
spiky-tireworld,p01,asp-3,0.0,92,52,0,23113,9560,0,5
spiky-tireworld,p01,asp-3,0.03,532,279,2,57013,21587,0,8
spiky-tireworld,p01,asp-3,0.61,6529,2224,14,124627,44819,0,12
spiky-tireworld,p01,asp-3,0.61,4601,2679,14,145573,51912,0,13
spiky-tireworld,p01,asp-3,0.07,859,389,3,71503,26624,0,9
spiky-tireworld,p01,asp-3,0.18,1484,797,6,105304,38240,0,11
spiky-tireworld,p01,asp-3,0.08,906,455,5,87598,32175,0,10
spiky-tireworld,p01,asp-3,2.37,10895,6589,30,168148,59519,0,14
spiky-tireworld,p01,asp-3,3.54,19434,11994,60,192358,67640,0,15
spiky-tireworld,p01,asp-3,18.35,71037,46454,151,245707,85424,0,17
spiky-tireworld,p01,asp-3,8.07,34039,21488,93,218209,76275,0,16
spiky-tireworld,p01,asp-4,0.0,0,1,0,0,434,0,1
spiky-tireworld,p01,asp-4,0.0,5,5,0,1157,1451,0,2
spiky-tireworld,p01,asp-4,250.8,3787502,243941,637,5531711,79419,0,18
spiky-tireworld,p01,asp-4,385.28,5112402,328379,861,6205048,88096,0,19
spiky-tireworld,p01,asp-4,0.01,62,25,0,70368,3024,0,3
spiky-tireworld,p01,asp-4,0.69,2303,733,6,664462,13540,0,7
spiky-tireworld,p01,asp-4,1193.29,9692679,786204,1934,7667930,106794,0,21
spiky-tireworld,p01,asp-4,889.77,7802916,606557,1404,6917118,97221,0,20
spiky-tireworld,p01,asp-4,0.25,1355,387,4,458717,10239,0,6
spiky-tireworld,p01,asp-4,0.04,378,84,1,161676,4981,0,4
spiky-tireworld,p01,asp-4,659.52,7530869,515842,1218,8457493,116815,1,22
spiky-tireworld,p01,asp-4,0.12,663,179,2,291123,7386,0,5
spiky-tireworld,p01,asp-4,0.97,48628,1461,10,908364,17289,0,8
spiky-tireworld,p01,asp-4,16.81,348535,27884,118,2265662,36765,0,12
spiky-tireworld,p01,asp-4,15.33,34491,18068,76,2700439,42754,0,13
spiky-tireworld,p01,asp-4,3.82,152798,7179,32,1190429,21486,0,9
spiky-tireworld,p01,asp-4,8.65,334883,14817,62,1869072,31224,0,11
spiky-tireworld,p01,asp-4,3.7,131108,5324,28,1510663,26131,0,10
spiky-tireworld,p01,asp-4,38.81,58533,32585,125,3173409,49191,0,14
spiky-tireworld,p01,asp-4,57.61,1374215,76748,252,3684578,56076,0,15
spiky-tireworld,p01,asp-4,176.1,2811903,192647,510,4897098,71190,0,17
spiky-tireworld,p01,asp-4,121.44,2558114,144645,419,4301200,63409,0,16
spiky-tireworld,p01,asp-5,0.0,0,1,0,0,434,0,1
spiky-tireworld,p01,asp-5,0.0,0,1,0,27,1494,0,2
spiky-tireworld,p01,asp-5,92.72,105666,69434,250,5743868,92642,0,18
spiky-tireworld,p01,asp-5,159.77,167168,109881,345,6441671,102663,0,19
spiky-tireworld,p01,asp-5,0.01,26,6,0,72165,3767,0,3
spiky-tireworld,p01,asp-5,0.15,286,106,1,680859,16203,0,7
spiky-tireworld,p01,asp-5,516.0,436498,298319,828,7957490,124241,0,21
spiky-tireworld,p01,asp-5,299.46,276697,188988,510,7179542,113196,0,20
spiky-tireworld,p01,asp-5,0.07,266,91,1,470799,12326,0,6
spiky-tireworld,p01,asp-5,0.02,54,12,0,165381,6108,0,4
spiky-tireworld,p01,asp-5,292.47,2658503,175151,508,8775524,135798,1,22
spiky-tireworld,p01,asp-5,0.04,125,38,0,299539,8961,0,5
spiky-tireworld,p01,asp-5,0.35,432,141,1,929725,20592,0,8
spiky-tireworld,p01,asp-5,3.37,11734,2921,14,2313369,43268,0,12
spiky-tireworld,p01,asp-5,6.38,7081,4236,27,2756355,50217,0,13
spiky-tireworld,p01,asp-5,0.67,976,280,2,1217403,25493,0,9
spiky-tireworld,p01,asp-5,1.64,1637,669,6,1909219,36831,0,11
spiky-tireworld,p01,asp-5,0.99,1082,416,4,1543899,30906,0,10
spiky-tireworld,p01,asp-5,10.92,13047,8049,45,3238183,57678,0,14
spiky-tireworld,p01,asp-5,16.69,20949,13410,61,3758859,65651,0,15
spiky-tireworld,p01,asp-5,62.81,73509,47536,174,5086124,83133,0,17
spiky-tireworld,p01,asp-5,49.08,55026,35860,126,4468430,74136,0,16
spiky-tireworld,p01,asp-2,0.0,0,1,0,0,434,0,1
spiky-tireworld,p01,asp-2,0.0,5,5,0,1157,1450,0,2
spiky-tireworld,p01,asp-2,291.05,2995247,231789,637,5529742,79097,0,18
spiky-tireworld,p01,asp-2,361.06,380254,238418,676,6202846,87737,0,19
spiky-tireworld,p01,asp-2,0.01,39,16,0,70343,3017,0,3
spiky-tireworld,p01,asp-2,0.41,1932,592,5,664226,13493,0,7
spiky-tireworld,p01,asp-2,1506.82,10413657,854425,2045,7665223,106355,0,21
spiky-tireworld,p01,asp-2,1000.55,7343764,612572,1476,6914670,96823,0,20
spiky-tireworld,p01,asp-2,0.21,1133,334,3,458554,10205,0,6
spiky-tireworld,p01,asp-2,0.04,270,83,1,161618,4967,0,4
spiky-tireworld,p01,asp-2,1272.2,10999164,759388,1851,8454514,116333,1,22
spiky-tireworld,p01,asp-2,0.09,547,161,2,291020,7363,0,5
spiky-tireworld,p01,asp-2,0.86,41798,1390,9,908042,17227,0,8
spiky-tireworld,p01,asp-2,9.84,21127,11013,60,2264866,36623,0,12
spiky-tireworld,p01,asp-2,21.65,38343,20905,93,2699492,42587,0,13
spiky-tireworld,p01,asp-2,1.77,5179,2291,14,1190008,21407,0,9
spiky-tireworld,p01,asp-2,5.37,14572,6268,30,1868414,31105,0,11
spiky-tireworld,p01,asp-2,3.42,8627,3625,24,1510130,26033,0,10
spiky-tireworld,p01,asp-2,42.05,974352,58608,199,3172298,48997,0,14
spiky-tireworld,p01,asp-2,59.24,87962,50942,188,3683290,55853,0,15
spiky-tireworld,p01,asp-2,184.9,2742526,160523,507,4895349,70903,0,17
spiky-tireworld,p01,asp-2,85.57,126005,71936,252,4299658,63155,0,16
spiky-tireworld,p01,asp-1,0.0,0,1,0,0,506,0,1
spiky-tireworld,p01,asp-1,0.0,0,1,0,164,1590,0,2
spiky-tireworld,p01,asp-1,41.45,901343,91149,254,272962,94764,0,18
spiky-tireworld,p01,asp-1,51.18,142876,91457,279,303543,104904,0,19
spiky-tireworld,p01,asp-1,0.0,50,6,0,7674,4104,0,3
spiky-tireworld,p01,asp-1,0.02,423,149,2,43887,17016,0,7
spiky-tireworld,p01,asp-1,223.33,3291702,399599,1022,369667,126720,0,21
spiky-tireworld,p01,asp-1,140.37,2607927,259251,710,335776,115556,0,20
spiky-tireworld,p01,asp-1,0.01,206,85,1,32662,13020,0,6
spiky-tireworld,p01,asp-1,0.0,76,12,0,14928,6564,0,4
spiky-tireworld,p01,asp-1,507.38,6074858,719244,1660,405222,138396,1,22
spiky-tireworld,p01,asp-1,0.0,214,67,1,23011,9536,0,5
spiky-tireworld,p01,asp-1,0.03,392,155,2,56692,21524,0,8
spiky-tireworld,p01,asp-1,0.42,3117,1390,12,123832,44676,0,12
spiky-tireworld,p01,asp-1,1.21,6271,3742,21,144627,51744,0,13
spiky-tireworld,p01,asp-1,0.06,792,265,2,71083,26544,0,9
spiky-tireworld,p01,asp-1,0.24,2145,871,7,104647,38120,0,11
spiky-tireworld,p01,asp-1,0.13,1301,599,5,87066,32076,0,10
spiky-tireworld,p01,asp-1,2.53,13444,7864,39,167038,59324,0,14
spiky-tireworld,p01,asp-1,4.51,19228,12025,60,191071,67416,0,15
spiky-tireworld,p01,asp-1,20.14,70158,45374,157,244027,85136,0,17
spiky-tireworld,p01,asp-1,8.97,36968,22579,93,216732,76020,0,16
spiky-tireworld,p01,asp-6,0.0,0,1,0,0,434,0,1
spiky-tireworld,p01,asp-6,0.0,0,1,0,27,1495,0,2
spiky-tireworld,p01,asp-6,101.55,111876,74776,252,5745855,92965,0,18
spiky-tireworld,p01,asp-6,155.2,160106,107566,317,6443892,103023,0,19
spiky-tireworld,p01,asp-6,0.0,29,7,0,72190,3775,0,3
spiky-tireworld,p01,asp-6,0.21,515,150,1,681094,16251,0,7
spiky-tireworld,p01,asp-6,778.62,5613272,452674,1148,7960218,124681,0,21
spiky-tireworld,p01,asp-6,298.79,285561,196376,516,7182010,113595,0,20
spiky-tireworld,p01,asp-6,0.11,364,82,1,470961,12361,0,6
spiky-tireworld,p01,asp-6,0.02,52,14,0,165438,6123,0,4
spiky-tireworld,p01,asp-6,292.58,2160748,168607,506,8778525,136281,1,22
spiky-tireworld,p01,asp-6,0.07,244,71,1,299641,8985,0,5
spiky-tireworld,p01,asp-6,0.38,574,228,2,930046,20655,0,8
spiky-tireworld,p01,asp-6,3.39,3038,1695,12,2314164,43411,0,12
spiky-tireworld,p01,asp-6,5.27,6348,3670,22,2757301,50385,0,13
spiky-tireworld,p01,asp-6,0.56,870,362,3,1217823,25573,0,9
spiky-tireworld,p01,asp-6,1.85,2346,1104,9,1909876,36951,0,11
spiky-tireworld,p01,asp-6,0.9,1183,444,4,1544431,31005,0,10
spiky-tireworld,p01,asp-6,11.19,14028,9071,46,3239293,57873,0,14
spiky-tireworld,p01,asp-6,17.5,22649,14597,62,3760146,65875,0,15
spiky-tireworld,p01,asp-6,60.84,65649,43547,154,5087890,83421,0,17
spiky-tireworld,p01,asp-6,37.58,39946,26441,113,4469988,74391,0,16
miner,p03,asp-3,0.0,0,1,0,0,1007,0,1
miner,p03,asp-3,0.0,0,1,0,506,3051,0,2
miner,p03,asp-3,0.0,6,7,0,14845,7936,0,3
miner,p03,asp-3,0.08,531,291,3,81196,32058,0,7
miner,p03,asp-3,0.02,244,154,2,60155,24631,0,6
miner,p03,asp-3,0.0,23,20,0,27000,12570,0,4
miner,p03,asp-3,0.01,69,46,0,42104,18135,0,5
miner,p03,asp-3,0.09,1148,370,3,105236,40416,0,8
miner,p03,asp-3,0.69,44884,2479,14,231566,83158,0,12
miner,p03,asp-3,0.87,5325,2225,13,270736,96171,1,13
miner,p03,asp-3,0.47,32406,2600,14,132284,49705,0,9
miner,p03,asp-3,0.58,4358,1988,14,195440,71076,0,11
miner,p03,asp-3,0.52,49082,2209,13,162349,59925,0,10
miner,p03,asp-4,0.0,0,1,0,0,846,0,1
miner,p03,asp-4,0.0,16,4,0,74303,2921,0,2
miner,p03,asp-4,0.09,959,26,0,313472,5862,0,3
miner,p03,asp-4,3.6,85889,3077,17,2825377,25864,0,7
miner,p03,asp-4,1.62,46411,1445,10,1960958,19608,0,6
miner,p03,asp-4,0.05,960,87,1,705015,9607,0,4
miner,p03,asp-4,0.76,2458,209,2,1254173,14189,0,5
miner,p03,asp-4,10.51,255193,9459,45,3847439,32957,0,8
miner,p03,asp-4,66.81,1111128,38049,133,9637273,69699,0,12
miner,p03,asp-4,42.69,723666,17291,62,11464191,80977,1,13
miner,p03,asp-4,13.45,234281,6210,30,5107849,40887,0,9
miner,p03,asp-4,54.07,1154306,34829,124,7968918,59258,0,11
miner,p03,asp-4,26.89,434122,17470,69,6459114,49654,0,10
miner,p03,asp-5,0.0,0,1,0,0,846,0,1
miner,p03,asp-5,0.0,0,1,0,176,3013,0,2
miner,p03,asp-5,0.07,25,7,0,317051,7341,0,3
miner,p03,asp-5,2.31,3032,514,2,2851080,30603,0,7
miner,p03,asp-5,1.53,250,37,0,1979361,23394,0,6
miner,p03,asp-5,0.31,85,16,0,712203,11763,0,4
miner,p03,asp-5,0.74,190,26,0,1266483,17114,0,5
miner,p03,asp-5,2.47,1028,123,1,3881649,38741,0,8
miner,p03,asp-5,11.98,37803,2483,14,9774375,80583,0,12
miner,p03,asp-5,20.21,61185,3390,17,11625330,93366,1,13
miner,p03,asp-5,5.2,1856,307,3,5184486,47808,0,9
miner,p03,asp-5,9.75,13884,1104,8,8083924,68729,0,11
miner,p03,asp-5,8.59,3010,881,5,6553965,57804,0,10
miner,p03,asp-2,0.0,0,1,0,0,846,0,1
miner,p03,asp-2,0.0,16,4,0,74303,2920,0,2
miner,p03,asp-2,0.08,836,20,0,313447,5855,0,3
miner,p03,asp-2,1.81,44205,996,6,2825141,25817,0,7
miner,p03,asp-2,1.42,22194,702,6,1960795,19574,0,6
miner,p03,asp-2,0.26,2101,57,0,704957,9593,0,4
miner,p03,asp-2,0.45,12624,332,3,1254070,14166,0,5
miner,p03,asp-2,3.92,150220,2731,16,3847117,32895,0,8
miner,p03,asp-2,87.42,1488778,52928,160,9636429,69557,0,12
miner,p03,asp-2,66.72,1241508,36509,126,11463192,80810,1,13
miner,p03,asp-2,24.28,445885,20281,70,5107392,40808,0,9
miner,p03,asp-2,39.35,639459,24992,99,7968216,59139,0,11
miner,p03,asp-2,34.63,586623,25958,100,6458541,49556,0,10
miner,p03,asp-1,0.0,0,1,0,0,1007,0,1
miner,p03,asp-1,0.0,0,1,0,506,3050,0,2
miner,p03,asp-1,0.0,10,6,0,14820,7928,0,3
miner,p03,asp-1,0.08,2060,473,3,80961,32010,0,7
miner,p03,asp-1,0.01,340,79,0,59993,24596,0,6
miner,p03,asp-1,0.0,73,19,0,26943,12555,0,4
miner,p03,asp-1,0.01,103,33,0,42002,18111,0,5
miner,p03,asp-1,0.05,2463,302,2,104915,40353,0,8
miner,p03,asp-1,0.52,6327,1571,10,230771,83015,0,12
miner,p03,asp-1,1.07,5858,1989,13,269790,96003,1,13
miner,p03,asp-1,0.19,1836,912,5,131864,49625,0,9
miner,p03,asp-1,0.33,7829,1222,8,194783,70956,0,11
miner,p03,asp-1,0.1,10285,421,3,161817,59826,0,10
miner,p03,asp-6,0.0,0,1,0,0,846,0,1
miner,p03,asp-6,0.0,0,1,0,123,3014,0,2
miner,p03,asp-6,0.0,12,8,0,317076,7349,0,3
miner,p03,asp-6,2.86,440,222,2,2851315,30651,0,7
miner,p03,asp-6,1.43,248,154,2,1979523,23429,0,6
miner,p03,asp-6,0.2,33,21,0,712260,11778,0,4
miner,p03,asp-6,0.88,90,61,0,1266585,17138,0,5
miner,p03,asp-6,5.29,1040,513,4,3881970,38804,0,8
miner,p03,asp-6,22.67,5318,2081,13,9775231,80726,0,12
miner,p03,asp-6,20.99,10333,3395,19,11626342,93534,1,13
miner,p03,asp-6,7.98,3751,1223,8,5184952,47888,0,9
miner,p03,asp-6,13.48,4839,1290,9,8084637,68849,0,11
miner,p03,asp-6,12.29,25189,2431,14,6554548,57903,0,10
miner,p01,asp-3,0.0,0,1,0,0,470,0,1
miner,p01,asp-3,0.0,0,1,0,194,1458,0,2
miner,p01,asp-3,0.0,6,7,0,6811,3760,0,3
miner,p01,asp-3,0.03,497,274,2,37930,15462,0,7
miner,p01,asp-3,0.01,185,116,1,28034,11842,0,6
miner,p01,asp-3,0.0,23,20,0,12489,5991,0,4
miner,p01,asp-3,0.01,93,66,1,19568,8685,0,5
miner,p01,asp-3,0.05,886,468,5,49265,19545,0,8
miner,p01,asp-3,0.22,2864,1293,10,109175,40507,0,12
miner,p01,asp-3,0.31,4901,1926,13,127840,46905,0,13
miner,p01,asp-3,0.06,1047,548,4,62048,24091,0,9
miner,p01,asp-3,0.14,3491,862,6,91994,34572,0,11
miner,p01,asp-3,0.11,1985,913,6,76288,29100,0,10
miner,p01,asp-3,0.42,9894,2570,16,147998,53766,0,14
miner,p01,asp-3,0.86,9811,4139,25,169658,61090,0,15
miner,p01,asp-3,1.95,63635,8880,44,217520,77127,1,17
miner,p01,asp-3,0.93,8378,4125,24,192829,68877,0,16
miner,p01,asp-4,0.0,0,1,0,0,396,0,1
miner,p01,asp-4,0.0,30,4,0,12761,1340,0,2
miner,p01,asp-4,0.01,203,27,0,58418,2712,0,3
miner,p01,asp-4,0.4,7684,1355,9,532267,11998,0,7
miner,p01,asp-4,0.21,3562,406,5,368846,9087,0,6
miner,p01,asp-4,0.01,534,73,0,131931,4444,0,4
miner,p01,asp-4,0.12,539,151,2,235403,6569,0,5
miner,p01,asp-4,0.96,45427,4042,21,725675,15302,0,8
miner,p01,asp-4,9.76,288138,22890,93,1799357,32448,0,12
miner,p01,asp-4,16.28,404784,21709,91,2142835,37717,0,13
miner,p01,asp-4,2.09,101420,7290,30,949079,18999,0,9
miner,p01,asp-4,6.88,273444,19217,71,1485911,27572,0,11
miner,p01,asp-4,3.73,160350,11068,59,1202488,23089,0,10
miner,p01,asp-4,36.39,831659,54494,164,2516354,43379,0,14
miner,p01,asp-4,33.5,913751,65024,220,2919923,49434,0,15
miner,p01,asp-4,30.74,971157,54432,188,3817247,62723,1,17
miner,p01,asp-4,27.4,870013,54358,188,3353551,55882,0,16
miner,p01,asp-5,0.0,0,1,0,0,396,0,1
miner,p01,asp-5,0.0,0,1,0,40,1405,0,2
miner,p01,asp-5,0.01,19,7,0,59975,3447,0,3
miner,p01,asp-5,0.23,545,106,1,543732,14673,0,7
miner,p01,asp-5,0.12,691,54,0,377064,11175,0,6
miner,p01,asp-5,0.02,54,14,0,135078,5562,0,4
miner,p01,asp-5,0.05,136,36,0,240909,8138,0,5
miner,p01,asp-5,0.27,897,156,2,740922,18632,0,8
miner,p01,asp-5,1.73,3572,975,8,1835082,39078,0,12
miner,p01,asp-5,3.6,14705,2922,15,2185017,45342,0,13
miner,p01,asp-5,0.58,1396,303,2,968643,23052,0,9
miner,p01,asp-5,1.47,2778,765,6,1515714,33275,0,11
miner,p01,asp-5,1.09,1806,692,6,1226904,27933,0,10
miner,p01,asp-5,6.61,23954,4402,22,2565528,52067,0,14
miner,p01,asp-5,7.49,32752,5661,30,2976624,59253,0,15
miner,p01,asp-5,7.08,43345,5275,29,4056037,75008,1,17
miner,p01,asp-5,10.69,44824,8592,38,3418314,66900,0,16
miner,p01,asp-2,0.0,0,1,0,0,396,0,1
miner,p01,asp-2,0.0,30,4,0,12761,1339,0,2
miner,p01,asp-2,0.01,370,18,0,58393,2705,0,3
miner,p01,asp-2,0.33,27654,958,7,532031,11951,0,7
miner,p01,asp-2,0.21,3217,305,3,368683,9053,0,6
miner,p01,asp-2,0.03,414,37,0,131873,4430,0,4
miner,p01,asp-2,0.05,1917,126,1,235300,6546,0,5
miner,p01,asp-2,0.91,38859,1722,13,725353,15240,0,8
miner,p01,asp-2,5.31,235202,11606,56,1798561,32306,0,12
miner,p01,asp-2,16.43,496823,35664,125,2141888,37550,0,13
miner,p01,asp-2,1.68,81237,3446,18,948658,18920,0,9
miner,p01,asp-2,6.03,268685,13446,61,1485253,27453,0,11
miner,p01,asp-2,3.15,119831,6914,30,1201955,22991,0,10
miner,p01,asp-2,18.52,487721,32635,125,2515243,43185,0,14
miner,p01,asp-2,21.5,689933,44088,140,2918635,49211,0,15
miner,p01,asp-2,31.49,968297,53349,184,3815566,62436,1,17
miner,p01,asp-2,23.09,663845,42194,140,3352073,55628,0,16
miner,p01,asp-1,0.0,0,1,0,0,470,0,1
miner,p01,asp-1,0.0,0,1,0,194,1457,0,2
miner,p01,asp-1,0.0,11,6,0,6786,3752,0,3
miner,p01,asp-1,0.02,351,178,2,37695,15414,0,7
miner,p01,asp-1,0.01,770,106,1,27872,11807,0,6
miner,p01,asp-1,0.0,216,23,0,12432,5976,0,4
miner,p01,asp-1,0.0,627,71,1,19466,8661,0,5
miner,p01,asp-1,0.03,993,392,4,48944,19482,0,8
miner,p01,asp-1,0.17,2798,1184,8,108380,40364,0,12
miner,p01,asp-1,0.39,10890,2763,14,126894,46737,0,13
miner,p01,asp-1,0.05,925,434,5,61628,24011,0,9
miner,p01,asp-1,0.12,3615,822,6,91337,34452,0,11
miner,p01,asp-1,0.09,5373,712,6,75756,29001,0,10
miner,p01,asp-1,0.85,31874,3906,21,146888,53571,0,14
miner,p01,asp-1,0.75,4998,2554,14,168371,60866,0,15
miner,p01,asp-1,1.55,53604,6902,30,215840,76839,1,17
miner,p01,asp-1,1.2,10324,5031,29,191352,68622,0,16
miner,p01,asp-6,0.0,0,1,0,0,396,0,1
miner,p01,asp-6,0.0,0,1,0,40,1406,0,2
miner,p01,asp-6,0.0,12,8,0,60000,3455,0,3
miner,p01,asp-6,0.33,578,332,3,543967,14721,0,7
miner,p01,asp-6,0.17,187,114,1,377226,11210,0,6
miner,p01,asp-6,0.02,30,21,0,135135,5577,0,4
miner,p01,asp-6,0.07,86,55,0,241011,8162,0,5
miner,p01,asp-6,0.36,2480,388,3,741243,18695,0,8
miner,p01,asp-6,2.12,15734,1525,12,1835877,39221,0,12
miner,p01,asp-6,3.01,5206,1829,13,2185963,45510,0,13
miner,p01,asp-6,0.77,1235,579,6,969063,23132,0,9
miner,p01,asp-6,2.11,24723,2612,16,1516371,33395,0,11
miner,p01,asp-6,1.15,1737,975,7,1227436,28032,0,10
miner,p01,asp-6,4.81,5900,2299,14,2566638,52262,0,14
miner,p01,asp-6,5.46,22081,4633,26,2977911,59477,0,15
miner,p01,asp-6,9.06,18583,6891,30,4057803,75296,1,17
miner,p01,asp-6,8.08,39232,7088,37,3419791,67155,0,16
